what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1365069843912
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1365069844930
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365069847631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365069851239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365069879553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365069886408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365069904700
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365069908433
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1365069910380
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1365069911175
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365069912646
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365069914775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365069917272
error,log,,,"No command output when running: 'am start -n com.nari.sun.activity/com.nari.sun.activity.MainActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1365069943021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365069979202
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1365069979224
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1365069980024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365069988382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365070050698
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365070052512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365070054264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365070097215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365070101101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365070107505
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1365070121886
