what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365044027528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1365044029624
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365044037917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044052852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044060221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044065913
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044077136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044088897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044124648
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365044127571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044132183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044167118
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1365044169526
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1365044181745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044182179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044219089
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365044220850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044224424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044239875
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365044241637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044265941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044266026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044266043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044578287
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1365044580483
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1365044589160
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1365044589202
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.update",1365044592147
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1365044592198
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1365044592255
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1365044592404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044592442
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1365044592538
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1365044592631
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1365044594118
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1365044594133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044600030
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044604525
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044613637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044615341
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044618482
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365044618511
opened,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1365044632307
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1365044632553
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044634357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044635293
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365044641180
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1365044641443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044644195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044646777
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1365044647334
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1365044647376
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1365044647425
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1365044647717
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1365044647879
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365044657130
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1365044658036
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1365044658111
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.201.R36x_v20110111,"org.eclipse.equinox.p2.touchpoint.natives",1365044658498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365044658566
