what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1330246767728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1330246770846
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1330246774134
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1330246778883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246781742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246782784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246783025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246785194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246787261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246791443
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1330246796643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246800455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246819000
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1330246819058
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1330246819130
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330246821905
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330246824012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1330246824871
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1330246825690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1330246827214
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1330246828371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246828879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1330246837819
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.override.methods",1330246837854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1330246840096
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1330246841318
