what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529401478
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529414972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529423610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529425105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529427932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529428884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376529431396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1376529433824
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1376529437597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376529444240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529446382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529450322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1376529455765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529458593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529460419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529470184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529472078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376529476142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376529478277
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529480198
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529481788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1376529485656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529487511
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529489388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1376529493217
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1376529493749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529500450
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529502561
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1376529507309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529508179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529509100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529514042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1376529515069
